text,sentiment,problem_type
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Zabezpieczenia super, zero ryzyka w transporcie. Kupione na prezent i się sprawdziło.",pozytywna,opakowanie
"Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Wszystko zgodnie z opisem.",pozytywna,jakość
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"W porządku cenowo, ale bez rewelacji. Zobaczymy jak będzie dalej.",neutralna,cena
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Szkoda pieniędzy.",negatywna,opakowanie
"Dostawa opóźniona o 14 dni i nikt nie poinformował.",negatywna,dostawa
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Podnieśli cenę o 30% i już przestało się opłacać. Musiałem składać reklamację.",negatywna,cena
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Bardzo korzystna cena (producent), na pewno kupię ponownie.",pozytywna,cena
"Dostawa dotarła w 10 dni, czyli standardowo. Ogólnie jest w porządku.",neutralna,dostawa
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Jakość jest rewelacyjna, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.",pozytywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. To nie powinno tak wyglądać.",negatywna,dostawa
"Dostawa dotarła w 3 dni, czyli standardowo.",neutralna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami.",pozytywna,jakość
"Dostawa opóźniona o 10 dni i nikt nie poinformował.",negatywna,dostawa
"Dostawa dotarła w 10 dni, czyli standardowo.",neutralna,dostawa
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Zbyt drogo w porównaniu do konkurencji, nie warto. Musiałem składać reklamację.",negatywna,cena
"Cena standardowa, ani tanio ani drogo. W sumie okej.",neutralna,cena
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Jakość jest bardzo dobra, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.",pozytywna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Bardzo korzystna cena, na pewno kupię ponownie.",pozytywna,cena
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje. Nie mam większych uwag.",neutralna,cena
"Podnieśli cenę o 20% i już przestało się opłacać.",negatywna,cena
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 14 dniach. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Za 30€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Podnieśli cenę o 10% i już przestało się opłacać.",negatywna,cena
"Dostawa opóźniona o 3 dni i nikt nie poinformował. Musiałem składać reklamację.",negatywna,dostawa
"Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami.",pozytywna,jakość
"Jakość jest słaba, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Dostawa opóźniona o 5 dni i nikt nie poinformował.",negatywna,dostawa
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Zaskoczyła mnie perfekcyjna jakość w tej cenie.",pozytywna,jakość
"Jakość jest wadliwa, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Dostawa dotarła w 7 dni, czyli standardowo.",neutralna,dostawa
"Jakość jest fatalna, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Cena świetna, szczególnie w promocji — warto. Na razie bez zastrzeżeń.",pozytywna,cena
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Świetna logistyka (producent) — dostałem zamówienie wcześniej niż planowano. Obsługa klienta też na plus.",pozytywna,dostawa
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Dostawa dotarła w 3 dni, czyli standardowo.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje.",neutralna,cena
"Jakość jest rozczarowująca, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Dostawa dotarła w 7 dni, czyli standardowo.",neutralna,dostawa
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Jakość zgodna z ceną, bez zaskoczeń. Ogólnie jest w porządku.",neutralna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Wykonanie słaba — elementy są źle spasowane.",negatywna,jakość
"Dostawa była błyskawiczna, paczka dotarła w 4 dni. Kupione na prezent i się sprawdziło.",pozytywna,dostawa
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Wszystko zgodnie z opisem.",pozytywna,opakowanie
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Wszystko zgodnie z opisem.",pozytywna,dostawa
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Obsługa klienta też na plus.",pozytywna,dostawa
"Cena za wysoka jak na to, co dostaję. Musiałem składać reklamację.",negatywna,cena
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Wykonanie standardowe (marka), bez większych minusów i plusów.",neutralna,jakość
"Słabe pakowanie — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 3 dniach. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Dostawa dotarła w 5 dni, czyli standardowo.",neutralna,dostawa
"Dostawa dotarła w 14 dni, czyli standardowo.",neutralna,dostawa
"Wykonanie fatalna — elementy są źle spasowane. Musiałem składać reklamację.",negatywna,jakość
"Podnieśli cenę o 15% i już przestało się opłacać.",negatywna,cena
"Słabe pakowanie — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Jakość jest rozczarowująca, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Cena za wysoka jak na to, co dostaję. To nie powinno tak wyglądać.",negatywna,cena
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami.",pozytywna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Bardzo dobre wykonanie (producent), zgodne z opisem i zdjęciami.",pozytywna,jakość
"Produkt przyszedł z wadą, wygląda na krucha kontrolę jakości. Kontakt ze sklepem utrudniony.",negatywna,jakość
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Dostawa była błyskawiczna, paczka dotarła w 2 dni.",pozytywna,dostawa
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Bardzo korzystna cena (producent), na pewno kupię ponownie.",pozytywna,cena
"Bardzo korzystna cena, na pewno kupię ponownie. Obsługa klienta też na plus.",pozytywna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Jakość jest bardzo dobra, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Jakość zgodna z ceną, bez zaskoczeń. W sumie okej.",neutralna,jakość
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Dostawa opóźniona o 10 dni i nikt nie poinformował. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Cena świetna, szczególnie w promocji — warto. Obsługa klienta też na plus.",pozytywna,cena
"Jakość bez szału, ale poprawna, do codziennego użytku wystarczy.",neutralna,jakość
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.",negatywna,opakowanie
"Cena świetna, szczególnie w promocji, warto. Na razie bez zastrzeżeń.",pozytywna,cena
"Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie. W sumie okej.",neutralna,jakość
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Wykonanie wadliwa — elementy są źle spasowane.",negatywna,jakość
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Jakość zgodna z opisem, do codziennego użytku wystarczy. Ogólnie jest w porządku.",neutralna,jakość
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Wykonanie krucha — elementy są źle spasowane. Szkoda pieniędzy.",negatywna,jakość
"Bardzo korzystna cena, na pewno kupię ponownie.",pozytywna,cena
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Zabezpieczenia super, zero ryzyka w transporcie. Obsługa klienta też na plus.",pozytywna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 4 dni.",pozytywna,dostawa
"Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości.",negatywna,jakość
"Dostawa dotarła w 7 dni, czyli standardowo. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Wykonanie słaba — elementy są źle spasowane.",negatywna,jakość
"Świetnie zapakowane (marka) — dodatkowe wypełnienie i porządne pudełko. Obsługa klienta też na plus.",pozytywna,opakowanie
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Jakość jest perfekcyjna, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Niestety fatalna materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.",negatywna,jakość
"W porządku cenowo, ale bez rewelacji. Zobaczymy jak będzie dalej.",neutralna,cena
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Wykonanie standardowe (marka), bez większych minusów i plusów. Nie mam większych uwag.",neutralna,jakość
"Jakość jest wadliwa, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Niestety wadliwa materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Nie mam większych uwag.",neutralna,dostawa
"Słabe pakowanie, aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Cena świetna, szczególnie w promocji, warto.",pozytywna,cena
"Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Zapakowane standardowo, bez szału, ale wystarczająco. Nie mam większych uwag.",neutralna,opakowanie
"Słabe pakowanie — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Nie mam większych uwag.",neutralna,dostawa
"Cena OK, choć liczyłem na większą promocję. Nie mam większych uwag.",neutralna,cena
"Jakość jest rewelacyjna, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Jakość jest kiepska, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Świetna logistyka — dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach.",negatywna,dostawa
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Podnieśli cenę o 20% i już przestało się opłacać. Szkoda pieniędzy.",negatywna,cena
"Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Podnieśli cenę o 20% i już przestało się opłacać.",negatywna,cena
"Świetna logistyka — dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Jakość OK, do codziennego użytku wystarczy.",neutralna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. To nie powinno tak wyglądać.",negatywna,dostawa
"Opakowanie poprawne, nic szczególnego. Nie mam większych uwag.",neutralna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości. Szkoda pieniędzy.",negatywna,jakość
"Zaskoczyła mnie bardzo dobra jakość w tej cenie.",pozytywna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Jakość jest kiepska, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. To nie powinno tak wyglądać.",negatywna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Dostawa opóźniona o 5 dni i nikt nie poinformował. To nie powinno tak wyglądać.",negatywna,dostawa
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Zaskoczyła mnie świetna jakość w tej cenie.",pozytywna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Dostawa dotarła w 5 dni, czyli standardowo. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Podnieśli cenę o 25% i już przestało się opłacać. Kontakt ze sklepem utrudniony.",negatywna,cena
"W porządku cenowo, ale bez rewelacji. Ogólnie jest w porządku.",neutralna,cena
"Bardzo korzystna cena, na pewno kupię ponownie.",pozytywna,cena
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach. Kontakt ze sklepem utrudniony.",negatywna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. W sumie okej.",neutralna,opakowanie
"Za 50€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Za 60€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.",pozytywna,cena
"Zapakowane standardowo, bez szału, ale wystarczająco. Ogólnie jest w porządku.",neutralna,opakowanie
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Nie mam większych uwag.",neutralna,opakowanie
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Ogólnie jest w porządku.",neutralna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Szkoda pieniędzy.",negatywna,dostawa
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Nie mam większych uwag.",neutralna,dostawa
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Zaskoczyła mnie świetna jakość w tej cenie. Na razie bez zastrzeżeń.",pozytywna,jakość
"Podnieśli cenę o 20% i już przestało się opłacać.",negatywna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 10 dniach.",negatywna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Zaskoczyła mnie super jakość w tej cenie.",pozytywna,jakość
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Szkoda pieniędzy.",negatywna,dostawa
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Szkoda pieniędzy.",negatywna,dostawa
"Świetna logistyka (marka) — dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości. Kontakt ze sklepem utrudniony.",negatywna,jakość
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Za mało wypełnienia, przez co produkt obijał się w środku. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie. W sumie okej.",neutralna,jakość
"Wysyłka w porządku, bez niespodzianek. Nie mam większych uwag.",neutralna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Niestety fatalna materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.",negatywna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Szkoda pieniędzy.",negatywna,dostawa
"Niestety słaba materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.",negatywna,jakość
"Jakość jest świetna, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Słabe pakowanie — aż się dziwię, że dotarło w całości. Musiałem składać reklamację.",negatywna,opakowanie
"Słabe pakowanie (producent) — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.",negatywna,opakowanie
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 5 dni. Na razie bez zastrzeżeń.",pozytywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Cena świetna, szczególnie w promocji, warto.",pozytywna,cena
"Dostawa opóźniona o 14 dni i nikt nie poinformował.",negatywna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Paczka przyszła w idealnym stanie, opakowanie na prezent. Wszystko zgodnie z opisem.",pozytywna,opakowanie
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Cena świetna, szczególnie w promocji — warto. Wszystko zgodnie z opisem.",pozytywna,cena
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Bardzo korzystna cena (marka), na pewno kupię ponownie.",pozytywna,cena
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Niestety niedopracowana materiały, spodziewałem się czegoś lepszego. Kontakt ze sklepem utrudniony.",negatywna,jakość
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Cena OK, choć liczyłem na większą promocję. W sumie okej.",neutralna,cena
"Jakość bez szału, ale poprawna, do codziennego użytku wystarczy. Zobaczymy jak będzie dalej.",neutralna,jakość
"Dostawa dotarła w 3 dni, czyli standardowo. Nie mam większych uwag.",neutralna,dostawa
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.",neutralna,opakowanie
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.",neutralna,opakowanie
"Jakość jest świetna, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Za 10€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Dostawa dotarła w 7 dni, czyli standardowo.",neutralna,dostawa
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Jakość OK, do codziennego użytku wystarczy.",neutralna,jakość
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Dostawa dotarła w 10 dni, czyli standardowo.",neutralna,dostawa
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości. To nie powinno tak wyglądać.",negatywna,jakość
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. Nie mam większych uwag.",neutralna,opakowanie
"Podnieśli cenę o 20% i już przestało się opłacać.",negatywna,cena
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Dostawa dotarła w 7 dni, czyli standardowo. W sumie okej.",neutralna,dostawa
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Wszystko zgodnie z opisem.",pozytywna,jakość
"Świetnie zapakowane (marka), dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. To nie powinno tak wyglądać.",negatywna,opakowanie
"Niestety słaba materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Za 25€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Świetna logistyka, dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Świetna logistyka — dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Cena świetna, szczególnie w promocji — warto. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. Nie mam większych uwag.",neutralna,opakowanie
"Bardzo korzystna cena (producent), na pewno kupię ponownie.",pozytywna,cena
"Jakość zgodna z ceną, bez zaskoczeń. Zobaczymy jak będzie dalej.",neutralna,jakość
"Niestety kiepska materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Wszystko zgodnie z opisem.",pozytywna,jakość
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Bardzo korzystna cena, na pewno kupię ponownie. Wszystko zgodnie z opisem.",pozytywna,cena
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach.",negatywna,dostawa
"Opakowanie poprawne, nic szczególnego. Nie mam większych uwag.",neutralna,opakowanie
"Jakość jest niedopracowana, po krótkim czasie pojawiły się problemy. Kontakt ze sklepem utrudniony.",negatywna,jakość
"Za 30€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. W sumie okej.",neutralna,opakowanie
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Jakość jest krucha, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Cena świetna, szczególnie w promocji — warto. Na razie bez zastrzeżeń.",pozytywna,cena
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Nie mam większych uwag.",neutralna,dostawa
"Jakość jest niedopracowana, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości. Kontakt ze sklepem utrudniony.",negatywna,jakość
"Jakość jest wadliwa, po krótkim czasie pojawiły się problemy. Musiałem składać reklamację.",negatywna,jakość
"Wysyłka w porządku, bez niespodzianek. W sumie okej.",neutralna,dostawa
