text;sentiment;problem_type
Warto było wydać kasę, jakość broni towar.;pozytywna;cena
Działa poprawnie, typowa chińska robota.;neutralna;jakość
Nie polecam, strata czasu i nerwów, gówno!;negatywna;jakość
Szybka wysyłka, towar zgodny z zamówieniem.;pozytywna;dostawa
Opakowanie ekologiczne, wielki plus za podejście.;pozytywna;opakowanie
Cena ok, jakość ujdzie, ogólnie na plus.;pozytywna;cena
Kurier nie zadzwonił, od razu awizo, żart.;negatywna;dostawa
Paczka dotarła w 24h, towar pierwsza klasa.;pozytywna;dostawa
Jakość tragiczna, wszystko trzeszczy i lata.;negatywna;jakość
Za te pieniądze nie ma co narzekać, polecam.;pozytywna;cena
Pudełko pogniecione, towar na szczęście cały.;neutralna;opakowanie
Najlepszy zakup w tym roku, serio!;pozytywna;jakość
Nie kupujcie tego syfu, rozwala się w rękach.;negatywna;jakość
Tanie i dobre, rzadko się to zdarza.;pozytywna;cena
Dostawa na czas, wszystko sprawnie.;pozytywna;dostawa
Zapakowane solidnie, nic się nie stłukło.;pozytywna;opakowanie
Standard, bez szału, zwykły produkt.;neutralna;jakość
Wygląda super, a cena była naprawdę niska.;pozytywna;cena
Rozpadło się po tygodniu, nie polecam.;negatywna;jakość
Dostawa trwała wieczność, porażka sklepu.;negatywna;dostawa
Wszystko git, szybka wysyłka, polecam.;pozytywna;dostawa
Cena adekwatna do tej słabej jakości.;neutralna;cena
Pudełko premium, towar też wysokiej klasy.;pozytywna;jakość
Średnie, szału nie ma, można brać.;neutralna;jakość
Zajebiste słuchawki, polecam każdemu!;pozytywna;jakość
Nie polecam, jeden wielki syf i badziew.;negatywna;jakość
Dostawa błyskawiczna, towar super zapakowany.;pozytywna;dostawa
Zapakowane w karton po pizzy, serio?!;negatywna;opakowanie
Rewelacyjny stosunek ceny do jakości, brać!;pozytywna;cena
Zepsuło się po dwóch dniach, żenada.;negatywna;jakość
Cena ok, darmowa wysyłka na plus.;pozytywna;cena
Kurier rzucił paczkę pod drzwi i pojechał.;negatywna;dostawa
Działa, ale bateria to żart, nie kupować.;negatywna;jakość
Wszystko w porządku, szybka akcja, polecam.;pozytywna;dostawa
Cena zbyt wysoka za ten plastikowy szajs.;negatywna;cena
Najlepszy zakup w tym roku, polecam w opór!;pozytywna;jakość
Rozpadło się w rękach, gówno jakich mało.;negatywna;jakość
Dostawa w 24h, byłem w ciężkim szoku.;pozytywna;dostawa
Opakowanie rozerwane, brakowało instrukcji.;negatywna;opakowanie
Warto było wydać każdą złotówkę, super!;pozytywna;cena
Jakość tragiczna, śmierdzi tanim plastikiem.;negatywna;jakość
Zapakowane bardzo estetycznie, duży plus.;pozytywna;opakowanie
Cena rynkowa, ani tanio, ani drogo, ok.;neutralna;cena
Szkoda kasy na to gówno, nie kupujcie tego.;negatywna;jakość
Szybka wysyłka, towar zgodny z opisem.;pozytywna;dostawa
Pudełko pogniecione, ale środek bezpieczny.;neutralna;opakowanie
Zajebista sprawa, działa po prostu miodzio.;pozytywna;jakość
Wszystko zgodnie z opisem, szybka dostawa.;pozytywna;dostawa
Jeden wielki szajs, omijać z daleka!;negatywna;jakość
Ekspresowa dostawa pod same drzwi, super.;pozytywna;dostawa
Produkt kozacki, warty każdej wydanej kasy.;pozytywna;jakość
Tanio, szybko i na temat, polecam!;pozytywna;cena
Kurier spóźniony o tydzień, dramat totalny.;negatywna;dostawa
Zabezpieczone tak, że armatę by przetrwało.;pozytywna;opakowanie
Zwykły bubel, nie kupujcie tego szajsu.;negatywna;jakość
Cena za ten szajs to nieporozumienie.;negatywna;cena
Dostawa ok, ale towar przyszedł niekompletny.;negatywna;dostawa
Zapakowane ładnie, bez zbędnych bajerów.;pozytywna;opakowanie
Działa jak powinno, nic dodać nic ująć.;neutralna;jakość
Cena spoko, ale jakość to czysta loteria.;neutralna;cena
Wszystko super, polecam tego sprzedawcę.;pozytywna;dostawa
Pudełko otwarte, ktoś w nim ewidentnie grzebał.;negatywna;opakowanie
Wysyłka natychmiastowa, pełna profeska sklepu.;pozytywna;dostawa
Taniej nie znajdziecie, polecam tę okazję.;pozytywna;cena
Paczka dotarła mokra, ale towar w środku ok.;neutralna;opakowanie
Solidne, czuć że to sprzęt na lata.;pozytywna;jakość
Za drogo, nie polecam tego konkretnego modelu.;negatywna;cena
Kurier bardzo miły, wniósł mi to pod drzwi.;pozytywna;dostawa
Napierdala jak szalone, sąsiedzi już pukają w rury!;pozytywna;jakość
Paczka przyszła tak oklejona, że wycinanie towaru zajęło wieki.;neutralna;opakowanie
Cena spoko, ale produkt to zwykła wydmuszka z plastiku.;negatywna;jakość
Kurwa, co to za syf? Pękło przy dokręcaniu śrubki.;negatywna;jakość
Dostawa błyskawiczna, kurier zadzwonił przed przyjazdem.;pozytywna;dostawa
Jakość dźwięku urywa dupę, nie słyszałem nic lepszego.;pozytywna;jakość
Pudełko było rozdarte, a towar w środku zakurzony.;negatywna;opakowanie
Średnio na jeża, za te pieniądze szału nie ma.;neutralna;cena
Dostawa opóźniona, nikt nie raczył mnie poinformować.;negatywna;dostawa
Solidny kawał żelastwa, nie to co dzisiejsze zabawki.;pozytywna;jakość
Opakowanie ekologiczne, wielki szacun za brak plastiku.;pozytywna;opakowanie
Cena wysoka, ale towar jest wart każdego grosza.;pozytywna;cena
Tandeta jakich mało, wszystko lata i trzeszczy.;negatywna;jakość
Kurier rzucił paczkę przez bramę prosto w kałużę.;negatywna;dostawa
Produkt robi co ma robić, ale instrukcja to żart.;neutralna;jakość
Zajebista cena, brać i się nawet nie zastanawiać!;pozytywna;cena
Przyszło pęknięte, a reklamacja ciągnie się miesiącami.;negatywna;jakość
Pudło pogniecione, ale środek na szczęście nienaruszony.;neutralna;opakowanie
Wszystko git, towar pierwsza klasa, polecam każdemu.;pozytywna;jakość
Dostawa w 24h, towar był u mnie rano, super!;pozytywna;dostawa
Szkoda kasy na ten chłam, lepiej kupić coś markowego.;negatywna;cena
Wygląda premium, a kosztuje tyle co nic, brać!;pozytywna;cena
Instrukcja to jakaś kpina, musiałem szukać na forum.;negatywna;jakość
Standardowe pudełko, dobrze zabezpieczone przed uderzeniem.;pozytywna;opakowanie
W chuj dobre, basy niszczą system!;pozytywna;jakość
Cena adekwatna do tej raczej marnej jakości.;neutralna;cena
Kurier bardzo uprzejmy, wniósł mi to pod same drzwi.;pozytywna;dostawa
Rozpadło się w dłoniach, gówno jakich mało na rynku.;negatywna;jakość
Zapakowane tak, że można by tym rzucać z samolotu.;pozytywna;opakowanie
Nie polecam, kontakt ze sklepem to totalna porażka.;negatywna;dostawa
Wszystko działa idealnie, polecam serdecznie wszystkim.;pozytywna;jakość
Cena ok, ale wysyłka kurewsko droga, nie opłaca się.;negatywna;cena
Pudełko śmierdziało tak, jakby leżało w wilgotnej piwnicy.;negatywna;opakowanie
Jakość poprawna, bez fajerwerków, typowy średniak.;neutralna;jakość
Ekspres pod drzwi, zamówione wczoraj, dziś mam.;pozytywna;dostawa
Zajebiste wykonanie, widać że nie oszczędzali na materiale.;pozytywna;jakość
Cena rynkowa, ani to okazja, ani zdzierstwo, jest ok.;neutralna;cena
Przyszło w samej folii stretch, zero kartonu, żenada.;negatywna;opakowanie
Nie działa prawy kanał, towar od razu do zwrotu.;negatywna;jakość
Fajne, tanie i spełnia swoje zadanie w stu procentach.;pozytywna;cena
Paczka dotarła na czas, bez żadnych uszkodzeń, polecam.;pozytywna;dostawa
Mogłoby być nieco solidniejsze, ale za tę cenę ujdzie.;neutralna;jakość
Najlepszy zakup jaki zrobiłem w tym półroczu.;pozytywna;jakość
Cena z kosmosu, pogięło ich z tą marżą totalnie.;negatywna;cena
Otwarta paczka, brakowało instrukcji i jednej części.;negatywna;opakowanie
Kurier nie zadzwonił, od razu wpisał że mnie nie ma.;negatywna;dostawa
Wszystko w najlepszym porządku, szybka realizacja zamówienia.;pozytywna;jakość
Jebie tanią gumą na cały pokój, nie da się wytrzymać.;negatywna;jakość
Opakowanie premium, czułem się jak przy otwieraniu biżuterii.;pozytywna;opakowanie
Promocja była tak dobra, że kupiłem dwie sztuki od razu.;pozytywna;cena
Działa, ale oprogramowanie jest kurewsko powolne i wiesza się.;negatywna;jakość
Najgorszy szajs jaki miałem w rękach, omijać z daleka!;negatywna;jakość
Dostawa opóźniona o 5 dni, nikt nic nie wiedział.;negatywna;dostawa
Warte każdego wydanego grosza, polecam z czystym sumieniem.;pozytywna;cena
Pudełko rozerwane, towar porysowany i brudny.;negatywna;opakowanie
Solidne, czuć że to porządna robota, a nie chińszczyzna.;pozytywna;jakość
Standardowa jakość, robi co ma robić, szału nie ma.;neutralna;jakość
Szybko, sprawnie i bez problemów, polecam tego sprzedawcę.;pozytywna;dostawa
Zapakowane profesjonalnie, duży plus za dbałość o detale.;pozytywna;opakowanie
Zepsuło się po dwóch dniach, co za totalne gówno.;negatywna;jakość
Tanio i solidnie, jestem bardzo zadowolony z efektów.;pozytywna;cena
Kurier rzucił paczką o beton, widziałem to na monitoringu.;negatywna;dostawa
Pudełko pogniecione, ale zawartość na szczęście cała.;neutralna;opakowanie
Produkt kozacki, napierdala aż sąsiedzi się skarżą!;pozytywna;jakość
Straszne gówno, odradzam każdemu, szkoda kasy.;negatywna;jakość
Dostawa trwała wieki, ale sam towar jest rewelacyjny.;neutralna;dostawa
Idealnie leży w dłoni, super ergonomia i waga.;pozytywna;jakość
Cena adekwatna do tej raczej słabej jakości materiałów.;neutralna;cena
Przyszło owinięte tylko folią bąbelkową, bez pudełka.;negatywna;opakowanie
Wszystko śmiga, szybka wysyłka, pełna profeska sklepu.;pozytywna;dostawa
Materiał tak cienki, że rwie się w rękach przy montażu.;negatywna;jakość
Cena świetna, jakość też przerosła moje oczekiwania.;pozytywna;cena
Paczka dotarła mokra, karton po prostu rozleciał się w palcach.;negatywna;opakowanie
Działa poprawnie, typowy średniak, bez rewelacji.;neutralna;jakość
Najlepiej wydane pieniądze, polecam każdemu bez wyjątku.;pozytywna;cena
Zepsute gniazdo zasilania, szrot do zwrotu od razu.;negatywna;jakość
Kurier bardzo uprzejmy, wniósł ciężką paczkę na piętro.;pozytywna;dostawa
Pudełko wyglądało jak po przejściu tornada, wstyd.;negatywna;opakowanie
Zajebista jakość, w chuj polecam ten konkretny model!;pozytywna;jakość
Cena zbyt wysoka, można znaleźć to samo taniej.;negatywna;cena
Zapakowane bezpiecznie, towar dotarł w idealnym stanie.;pozytywna;opakowanie
Średnie, spodziewałem się po opiniach czegoś lepszego.;neutralna;jakość
Dostawa błyskawiczna, towar zgodny z zamówieniem 1:1.;pozytywna;dostawa
Rozleciało się przy pierwszej próbie użycia, dramat.;negatywna;jakość
Okazja życia, cena jest po prostu śmiesznie niska.;pozytywna;cena
Paczka zostawiona w błocie pod furtką, zero kultury.;negatywna;dostawa
Zajebiste wykończenie, dbałość o każdy mały detal.;pozytywna;jakość
Szkoda czasu i nerwów na ten tani plastikowy szajs.;negatywna;jakość
Cena spoko, ale produkt przyszedł po prostu brudny.;negatywna;cena
Bardzo dobrze zabezpieczone przed uderzeniami, polecam.;pozytywna;opakowanie
Działa bez zarzutu, szybka i sprawna realizacja wysyłki.;pozytywna;dostawa
Jakość tragiczna, wszystko śmierdzi chińskim tanim klejem.;negatywna;jakość
Za te pieniądze nie mam na co narzekać, jest dobrze.;pozytywna;cena
Kurier spóźniony o 4 dni, zero kontaktu z infolinią.;negatywna;dostawa
Opakowanie eleganckie, towar bez żadnej najmniejszej skazy.;pozytywna;opakowanie
Może być, chociaż szału na pewno nie ma, ujdzie.;neutralna;jakość
Warto kupić, cena jest bardzo zachęcająca i niska.;pozytywna;cena
Najgorsze opakowanie jakie widziałem, zero jakiejkolwiek ochrony.;negatywna;opakowanie
Zajebiste słuchawki, bas po prostu urywa dupę przy samej ziemi.;pozytywna;jakość
Dostawa ok, ale towar przyszedł w kompletnie innym kolorze.;negatywna;jakość
Cena niska, więc jakość też taka sobie, ale ujdzie.;neutralna;cena
Kurier miły, ale paczka wyglądała na mocno kopaną.;negatywna;opakowanie
Wszystko działa, szybka wysyłka, pełna profeska obsługa.;pozytywna;dostawa
Plastik pękł po godzinie normalnego używania, tandeta!;negatywna;jakość
Rewelacyjny stosunek jakości do ceny, polecam gorąco.;pozytywna;cena
Paczka dotarła w jeden dzień, byłem w ciężkim szoku.;pozytywna;dostawa
Zapakowane tak, że nie mogłem tego otworzyć bez noża.;pozytywna;opakowanie
Działa jak marzenie, w chuj polecam ten model każdemu.;pozytywna;jakość
Zepsuło się dzień po gwarancji, zaplanowane postarzanie.;negatywna;jakość
Cena zbyt wysoka jak na taki chiński szmelc i badziew.;negatywna;cena
Kurier zostawił paczkę w zupełnie innym punkcie odbioru.;negatywna;dostawa
Wszystko elegancko, towar wart każdej wydanej na niego złotówki.;pozytywna;cena
Pudełko pogniecione, towar lekko porysowany, słabo.;negatywna;opakowanie
Jakość premium, widać że to produkt z naprawdę wysokiej półki.;pozytywna;jakość
Śmierdzi tanią gumą na cały dom, nie polecam nikomu.;negatywna;jakość
Standard, bez rewelacji ale spełnia swoje podstawowe funkcje.;neutralna;jakość
Szybko, tanio i solidnie, nic dodać nic ująć, super.;pozytywna;cena
Paczka dotarła otwarta, brakowało kabla zasilającego.;negatywna;opakowanie
Działa, ale bateria trzyma o połowę krócej niż w opisie.;negatywna;jakość
Najlepszy zakup w tym roku, polecam serdecznie wszystkim.;pozytywna;jakość
Cena ok, przesyłka była darmowa, więc na duży plus.;pozytywna;cena
Kurier rzucił paczkę pod drzwi i uciekł bez słowa.;negatywna;dostawa
Zabezpieczone tak, że bombę by to przetrwało, rewelacja.;pozytywna;opakowanie
Działa tak sobie, bez szału, typowy rynkowy bubel.;neutralna;jakość
Wszystko w porządku, polecam sprzedawcę w stu procentach.;pozytywna;dostawa
Cena zdecydowanie za wysoka za taki kawałek plastiku.;negatywna;cena
Pudełko pogniecione, towar na szczęście bez żadnych wad.;neutralna;opakowanie
Najlepszy wybór w tej kategorii cenowej, polecam każdemu.;pozytywna;cena
Rozpadło się przy pierwszym użyciu, totalna tragedia.;negatywna;jakość
Dostawa w weekend, wielki plus za szybkość realizacji.;pozytywna;dostawa
Opakowanie rozerwane, towar wyglądał jakby był używany.;negatywna;opakowanie
Warto było kupić, cena jest bardzo przystępna i niska.;pozytywna;cena
Jakość tragiczna, śmierdzi tanim klejem, farbą i syfem.;negatywna;jakość
Paczka dotarła na czas, bez żadnych przykrych przygód.;pozytywna;dostawa
Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości.;negatywna;jakość
Jakość jest krucha, po krótkim czasie pojawiły się problemy.;negatywna;jakość
Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie. Ogólnie jest w porządku.;neutralna;jakość
Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.;pozytywna;opakowanie
Za mało wypełnienia, przez co produkt obijał się w środku.;negatywna;opakowanie
Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Zbyt drogo w porównaniu do konkurencji, nie warto. Musiałem składać reklamację.;negatywna;cena
Opakowanie poprawne, nic szczególnego.;neutralna;opakowanie
Świetna logistyka — dostałem zamówienie wcześniej niż planowano.;pozytywna;dostawa
Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.;pozytywna;jakość
Pudełko lekko pogniecione, ale zawartość na szczęście cała. Nie mam większych uwag.;neutralna;opakowanie
Zaskoczyła mnie świetna jakość w tej cenie.;pozytywna;jakość
Jakość OK, do codziennego użytku wystarczy.;neutralna;jakość
Wysyłka w porządku, bez niespodzianek.;neutralna;dostawa
Wykonanie słaba — elementy są źle spasowane. Kontakt ze sklepem utrudniony.;negatywna;jakość
Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.;negatywna;dostawa
Wykonanie kiepska, elementy są źle spasowane.;negatywna;jakość
Jakość jest wadliwa, po krótkim czasie pojawiły się problemy. Szkoda pieniędzy.;negatywna;jakość
Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. To nie powinno tak wyglądać.;negatywna;dostawa
Jakość jest świetna, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.;pozytywna;jakość
Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.;pozytywna;jakość
Pudełko lekko pogniecione, ale zawartość na szczęście cała. Ogólnie jest w porządku.;neutralna;opakowanie
Wykonanie kiepska — elementy są źle spasowane. To nie powinno tak wyglądać.;negatywna;jakość
Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Wszystko zgodnie z opisem.;pozytywna;jakość
Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. W sumie okej.;neutralna;dostawa
Słabe pakowanie (producent) — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.;negatywna;opakowanie
Dostawa była błyskawiczna, paczka dotarła w 5 dni.;pozytywna;dostawa
W porządku cenowo, ale bez rewelacji.;neutralna;cena
Dostawa opóźniona o 10 dni i nikt nie poinformował. Musiałem składać reklamację.;negatywna;dostawa
Kurier przyjechał zgodnie z zapowiedzią, zero stresu.;pozytywna;dostawa
Opakowanie było OK, choć mogłoby być lepiej zabezpieczone.;neutralna;opakowanie
Dostawa opóźniona o 7 dni i nikt nie poinformował. Szkoda pieniędzy.;negatywna;dostawa
Świetnie zapakowane (producent) — dodatkowe wypełnienie i porządne pudełko. Obsługa klienta też na plus.;pozytywna;opakowanie
Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Obsługa klienta też na plus.;pozytywna;dostawa
Cena świetna, szczególnie w promocji — warto.;pozytywna;cena
Zaskoczyła mnie zaskakująco dobra jakość w tej cenie.;pozytywna;jakość
W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.;pozytywna;cena
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach. Szkoda pieniędzy.;negatywna;dostawa
W tej cenie jest akceptowalnie, ale są też tańsze opcje.;neutralna;cena
Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. Szkoda pieniędzy.;negatywna;cena
Cena za wysoka jak na to, co dostaję.;negatywna;cena
Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie.;neutralna;jakość
Jakość zgodna z opisem, do codziennego użytku wystarczy.;neutralna;jakość
Cena standardowa, ani tanio ani drogo.;neutralna;cena
Zabezpieczenia super, zero ryzyka w transporcie.;pozytywna;opakowanie
Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. To nie powinno tak wyglądać.;negatywna;cena
Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.;pozytywna;opakowanie
Paczka przyszła w idealnym stanie, opakowanie na prezent. Wszystko zgodnie z opisem.;pozytywna;opakowanie
Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.;negatywna;opakowanie
Wykonanie standardowe, bez większych minusów i plusów.;neutralna;jakość
Jakość jest bardzo dobra, produkt wygląda solidnie i działa jak trzeba. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.;neutralna;dostawa
Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie.;neutralna;jakość
Za 25€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.;pozytywna;dostawa
Cena OK, choć liczyłem na większą promocję.;neutralna;cena
Świetnie zapakowane (producent) — dodatkowe wypełnienie i porządne pudełko.;pozytywna;opakowanie
Zaskoczyła mnie super jakość w tej cenie.;pozytywna;jakość
Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.;negatywna;dostawa
Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.;neutralna;dostawa
Dostawa była błyskawiczna, paczka dotarła w 3 dni.;pozytywna;dostawa
Cena standardowa, ani tanio ani drogo. Zobaczymy jak będzie dalej.;neutralna;cena
Jakość zgodna z ceną, bez zaskoczeń. Nie mam większych uwag.;neutralna;jakość
Niestety niedopracowana materiały, spodziewałem się czegoś lepszego. Szkoda pieniędzy.;negatywna;jakość
Cena OK, choć liczyłem na większą promocję. Nie mam większych uwag.;neutralna;cena
Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Musiałem składać reklamację.;negatywna;opakowanie
Wykonanie niedopracowana — elementy są źle spasowane. Musiałem składać reklamację.;negatywna;jakość
Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Za 80€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.;pozytywna;cena
Za 30€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Zabezpieczenia super, zero ryzyka w transporcie. Obsługa klienta też na plus.;pozytywna;opakowanie
Cena standardowa, ani tanio ani drogo. Nie mam większych uwag.;neutralna;cena
Cena za wysoka jak na to, co dostaję. To nie powinno tak wyglądać.;negatywna;cena
Dostawa była błyskawiczna, paczka dotarła w 1 dni. Obsługa klienta też na plus.;pozytywna;dostawa
Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.;negatywna;cena
Jakość jest solidna, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.;pozytywna;jakość
Pudełko lekko pogniecione, ale zawartość na szczęście cała.;neutralna;opakowanie
Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Kontakt ze sklepem utrudniony.;negatywna;opakowanie
Za 15€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Paczka przyszła w idealnym stanie, opakowanie na prezent.;pozytywna;opakowanie
Zaskoczyła mnie solidna jakość w tej cenie.;pozytywna;jakość
Cena świetna, szczególnie w promocji — warto. Kupione na prezent i się sprawdziło.;pozytywna;cena
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 10 dniach. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Zbyt drogo w porównaniu do konkurencji, nie warto.;negatywna;cena
Cena za wysoka jak na to, co dostaję. Szkoda pieniędzy.;negatywna;cena
Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Obsługa klienta też na plus.;pozytywna;jakość
Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Na razie bez zastrzeżeń.;pozytywna;jakość
Bardzo korzystna cena (producent), na pewno kupię ponownie. Na razie bez zastrzeżeń.;pozytywna;cena
Dostawa opóźniona o 7 dni i nikt nie poinformował.;negatywna;dostawa
Cena świetna, szczególnie w promocji, warto.;pozytywna;cena
Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Szkoda pieniędzy.;negatywna;opakowanie
Bardzo dobre wykonanie, zgodne z opisem i zdjęciami.;pozytywna;jakość
Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Musiałem składać reklamację.;negatywna;dostawa
Wykonanie standardowe (marka), bez większych minusów i plusów. Nie mam większych uwag.;neutralna;jakość
Bardzo korzystna cena, na pewno kupię ponownie.;pozytywna;cena
Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości.;negatywna;jakość
Dostawa dotarła w 3 dni, czyli standardowo.;neutralna;dostawa
Dostawa była błyskawiczna, paczka dotarła w 2 dni.;pozytywna;dostawa
Wysyłka w porządku, bez niespodzianek. W sumie okej.;neutralna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach.;negatywna;dostawa
Zabezpieczenia super, zero ryzyka w transporcie. Kupione na prezent i się sprawdziło.;pozytywna;opakowanie
Pudełko lekko pogniecione, ale zawartość na szczęście cała. Zobaczymy jak będzie dalej.;neutralna;opakowanie
Niestety kiepska materiały, spodziewałem się czegoś lepszego.;negatywna;jakość
Bardzo korzystna cena, na pewno kupię ponownie. Na razie bez zastrzeżeń.;pozytywna;cena
Jakość jest fatalna, po krótkim czasie pojawiły się problemy.;negatywna;jakość
Wykonanie wadliwa — elementy są źle spasowane.;negatywna;jakość
Niestety rozczarowująca materiały, spodziewałem się czegoś lepszego.;negatywna;jakość
Produkt bez szału, ale poprawna, nic wyjątkowego, ale spełnia swoje zadanie.;neutralna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 5 dniach. Musiałem składać reklamację.;negatywna;dostawa
Produkt przyszedł z wadą, wygląda na słaba kontrolę jakości.;negatywna;jakość
W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Obsługa klienta też na plus.;pozytywna;cena
Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Obsługa klienta też na plus.;pozytywna;dostawa
Słabe pakowanie — aż się dziwię, że dotarło w całości. Szkoda pieniędzy.;negatywna;opakowanie
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 5 dniach.;negatywna;dostawa
Jakość jest bardzo dobra, produkt wygląda solidnie i działa jak trzeba.;pozytywna;jakość
Zapakowane standardowo, bez szału, ale wystarczająco.;neutralna;opakowanie
Jakość zgodna z opisem, do codziennego użytku wystarczy. Zobaczymy jak będzie dalej.;neutralna;jakość
Jakość w porządku, do codziennego użytku wystarczy.;neutralna;jakość
W tej cenie jest akceptowalnie, ale są też tańsze opcje. Zobaczymy jak będzie dalej.;neutralna;cena
Dostawa dotarła w 5 dni, czyli standardowo.;neutralna;dostawa
Bardzo korzystna cena (producent), na pewno kupię ponownie.;pozytywna;cena
Jakość jest niedopracowana, po krótkim czasie pojawiły się problemy.;negatywna;jakość
Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.;negatywna;opakowanie
Jakość jest kiepska, po krótkim czasie pojawiły się problemy.;negatywna;jakość
Słabe pakowanie — aż się dziwię, że dotarło w całości.;negatywna;opakowanie
Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba.;pozytywna;jakość
Za 60€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.;pozytywna;cena
Słabe pakowanie — aż się dziwię, że dotarło w całości. Kontakt ze sklepem utrudniony.;negatywna;opakowanie
Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone. Obsługa klienta też na plus.;pozytywna;opakowanie
Świetna logistyka — dostałem zamówienie wcześniej niż planowano. Kupione na prezent i się sprawdziło.;pozytywna;dostawa
Niestety słaba materiały, spodziewałem się czegoś lepszego.;negatywna;jakość
Jakość zgodna z ceną, bez zaskoczeń.;neutralna;jakość
Wykonanie kiepska — elementy są źle spasowane.;negatywna;jakość
Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Wszystko zgodnie z opisem.;pozytywna;opakowanie
Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Obsługa klienta też na plus.;pozytywna;opakowanie
Produkt przyszedł z wadą, wygląda na krucha kontrolę jakości.;negatywna;jakość
W porządku cenowo, ale bez rewelacji. Nie mam większych uwag.;neutralna;cena
W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Na razie bez zastrzeżeń.;pozytywna;cena
Za 15€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.;pozytywna;cena
Za mało wypełnienia, przez co produkt obijał się w środku. Kontakt ze sklepem utrudniony.;negatywna;opakowanie
Za mało wypełnienia, przez co produkt obijał się w środku. To nie powinno tak wyglądać.;negatywna;opakowanie
Bardzo korzystna cena (marka), na pewno kupię ponownie.;pozytywna;cena
Jakość przeciętna, do codziennego użytku wystarczy.;neutralna;jakość
Jakość jest rewelacyjna, produkt wygląda solidnie i działa jak trzeba.;pozytywna;jakość
Dostawa opóźniona o 3 dni i nikt nie poinformował. Musiałem składać reklamację.;negatywna;dostawa
